TIPO DE MORTE;HORA;BAIRRO DA OCORRENCIA;LOGRADOURO DA OCORRENCIA;GENERO;ETNIA;IDADE;PROFISSAO;ESCOLARIDADE;INSTRUMENTO UTILIZADO;MES;DIA;DIA DA SEMANA;FAIXA ;HORARIO APROXIMADO;TURNO
HOMICIDIO;03:00;LAGOA AZUL;RUA PONTAL DO NORTE, PROXIMO AO CAMPO MACONHAO, PROXIMO A SERRARIA;MASCULINO;PARDA;21;NI;NI;ARMA DE FOGO;agosto;6;domingo;ADULTO;3;MADRUGADA
HOMICIDIO;00:40;LAGOA AZUL;RUA TRES LAGOAS - PROX AO TERMINAL DE ONIBUS DO NOVA NATAL - PROXIMO AO CAMPO DO ARLINDO;MASCULINO;PARDA;37;ASG;NI;ARMA DE FOGO;março;15;quarta-feira;ADULTO;1;NOTURNO
LESAO CORPORAL SEGUIDA DE MORTE;00:42;LAGOA AZUL;AV DA CHEGANCA, PROXIMO A FARMACIA SANTA FE, EM FRNETE A O TREILLER (BRANCO), PROXIMO A CONVENIENCIA 24H;MASCULINO;PARDA;16;ESTUDANTE;NI;ARMA DE FOGO;agosto;18;sexta-feira;ADOLESCENTE;1;NOTURNO
HOMICIDIO;22:00;LAGOA AZUL;AV TRES AMERICAS, EM FRENTE AO Nº 234 (POR TRAS DA IGREJA CATOLICA);MASCULINO;PARDA;29;DESEMPREGADO;NI;ARMA DE FOGO;março;25;sábado;ADULTO;22;NOTURNO
HOMICIDIO;00:00;LAGOA AZUL;RUA VERIADOR SERGIO DIEB;MASCULINO;PARDA;28;NI;NI;ESPANCAMENTO;setembro;12;terça-feira;ADULTO;0;NOTURNO
HOMICIDIO;22:00;LAGOA AZUL;RUA MARIA ANUNCIADA DA SILVA COM AV.TRES AMERICAS;MASCULINO;PARDA;17;NI;NI;ARMA DE FOGO;dezembro;11;segunda-feira;ADOLESCENTE;22;NOTURNO
HOMICIDIO;13:49;LAGOA AZUL;RUA APOSTOLO ANDRE S/N;MASCULINO;PARDA;48;POLICIAL MILITAR - RESERVA;NI;ARMA DE FOGO;janeiro;4;quarta-feira;ADULTO;14;VESPERTINO
HOMICIDIO;17:00;LAGOA AZUL;TV LAGOA DO MATO- AREA DE DUNAS;MASCULINO;PARDA;24;NI;NI;ARMA DE FOGO;junho;22;quinta-feira;ADULTO;17;VESPERTINO
HOMICIDIO;04:00;LAGOA AZUL;RUA ANITA MARQUES, CORPO ENCONTRADO EM UMA ESTRADA CARROCAVEL, EM REGIAO DE MATA E POUCO POVOADA, PROXIMO A LAGOA AZUL;MASCULINO;PARDA;50;AUTONOMO;NI;ARMA DE FOGO;maio;25;quinta-feira;ADULTO;4;MADRUGADA
HOMICIDIO;20:00;LAGOA AZUL;AV AMELIA CRISTINA, PROXIMO AO BAR DO PIRAO;MASCULINO;PARDA;32;NI;NI;ARMA DE FOGO;agosto;6;domingo;ADULTO;20;NOTURNO
HOMICIDIO;05:00;LAGOA AZUL;RUA ANTONIO BATISTA DE ARAUJO, Nº 248, EM FRENTE A ACADEMIA ALEX FITNES, PROXIMO AO CENTRO CULTURAL;MASCULINO;PARDA;22;NI;NI;ARMA DE FOGO;maio;5;sexta-feira;ADULTO;5;MADRUGADA
LESAO CORPORAL SEGUIDA DE MORTE;19:57;LAGOA AZUL;RUA GUSTAVO GOMES;MASCULINO;PARDA;26;PEDREIRO;NI;ARMA DE FOGO;janeiro;12;quinta-feira;ADULTO;20;NOTURNO
HOMICIDIO;12:51;LAGOA AZUL;RUA BOI BARROSO, Nº 1160;FEMININO;PARDA;41;NI;NI;ARMA DE FOGO;outubro;16;segunda-feira;ADULTO;13;VESPERTINO
LESAO CORPORAL SEGUIDA DE MORTE;16:04;LAGOA AZUL;AV BELA VISTA, PROXIMO AO POSTO DE GASOLINA;MASCULINO;PARDA;32;TAXISTA;NI;ARMA DE FOGO;agosto;3;quinta-feira;ADULTO;16;VESPERTINO
HOMICIDIO;18:00;LAGOA AZUL;RUA DOS LIRIOS COM A RUA SAO RAFAEL, AO LADO DO Nº 169, PROXIMO AO POSTO DO LOT JOSE SARNEY;MASCULINO;PARDA;28;DESEMPREGADO;NI;ARMA DE FOGO;julho;27;quinta-feira;ADULTO;18;VESPERTINO
HOMICIDIO;23:20;LAGOA AZUL;RUA MILAJATES - EM FRENTE AO Nº 253;MASCULINO;PARDA;20;DESEMPREGADO;NI;ARMA DE FOGO;setembro;30;sábado;ADULTO;23;NOTURNO
HOMICIDIO;19:00;LAGOA AZUL;AV DO ABOIO, Nº 942, EM FRENTE AO SALAO NOVA NATAL, NA PRACA AO LADO DO CAMPO DE FUTEBOL POR TRAS DA IGREJAM CATOLICA;MASCULINO;PARDA;24;CHEFE DE COZINHA;NI;ARMA DE FOGO;julho;27;quinta-feira;ADULTO;19;NOTURNO
HOMICIDIO;08:10;LAGOA NOVA;RUA DO JASPE, EM FRENTE AO Nº 377 (EM UM COMERCIO, LOJA DE MATERIAL DE CONSTRUÇÃO ETEL;MASCULINO;BRANCA;31;AJUDANTE;NI;ARMA DE FOGO;abril;17;segunda-feira;ADULTO;8;MATUTINO
HOMICIDIO;11:20;LAGOA NOVA;RUA SAO VICENTE COM A AV JAGUARARI AO LADO DA LOJA ELTRICAR;MASCULINO;PARDA;20;DESEMPREGADO;NI;ARMA DE FOGO;janeiro;30;segunda-feira;ADULTO;11;MATUTINO
LESAO CORPORAL SEGUIDA DE MORTE;17:54;LAGOA NOVA;AV PRUDENTE DE MORAIS, EM FRENTE AO AGENCIA DO BRADESCO;MASCULINO;PARDA;57;DESEMPREGADO;NI;ARMA DE FOGO;outubro;16;segunda-feira;ADULTO;18;VESPERTINO
LESAO CORPORAL SEGUIDA DE MORTE;22:53;LAGOA NOVA;AV. ANTONIO BASILIO, POR TRAS DO HIPER BOM PRECO;MASCULINO;PARDA;28;DESEMPREGADO;NI;ARMA DE FOGO;agosto;10;quinta-feira;ADULTO;23;NOTURNO
LATROCINIO;10:00;LAGOA NOVA;RUA CICERO PINTO, EM FRENTE AO Nº 20, PROX AO SAMU;MASCULINO;PARDA;46;POLICIAL MILITAR;NI;ARMA DE FOGO;março;14;terça-feira;ADULTO;10;MATUTINO
HOMICIDIO;06:40;LAGOA NOVA;RUA MINISTRO RAIMUNDO BRITO, LATERAL DO IDEMA, PROXIMO A LANCHONETE BOBS;MASCULINO;PARDA;55;DESEMPREGADO;NI;ARMA BRANCA;maio;23;terça-feira;ADULTO;7;MATUTINO
HOMICIDIO;19:30;LAGOA NOVA;AV. ROMUALDO GALVAON Nº 1530 - NO ESPETINHO DO TECO;MASCULINO;PARDA;23;NI;NI;ARMA DE FOGO;janeiro;31;terça-feira;ADULTO;20;NOTURNO
HOMICIDIO;21:30;LAGOA NOVA;BR 101 EM FRENTE A PARADA DE TRANSPORTE OPCIONAL DO SHOPPING VIA DIRETA;MASCULINO;NEGRA;23;NI;NI;ARMA DE FOGO;março;8;quarta-feira;ADULTO;22;NOTURNO
HOMICIDIO;19:41;LAGOA NOVA;RUA TEREZA CAMPOS - EM FRENTE AO Nº 2525;MASCULINO;PARDA;15;DESEMPREGADO;NI;ARMA DE FOGO;junho;8;quinta-feira;ADOLESCENTE;20;NOTURNO
LESAO CORPORAL SEGUIDA DE MORTE;20:35;LAGOA NOVA;AV JAGUARARI, ESQUINA DA ELETRICAR;MASCULINO;PARDA;31;COMERCIANTE;NI;ARMA DE FOGO;agosto;5;sábado;ADULTO;21;NOTURNO
HOMICIDIO;21:00;LAGOA NOVA;AV CAPITAO MOR GOUVEIA - PROXIMO AO SENAI;MASCULINO;PARDA;29;DESEMPREGADO;NI;ARMA BRANCA;dezembro;22;sexta-feira;ADULTO;21;NOTURNO
LESAO CORPORAL SEGUIDA DE MORTE;21:39;LAGOA NOVA;AV JAGUARARI, PROXIMO A ELETRICAR, PROXIMO A PANIFICADORA GOSTO DE PAO.;MASCULINO;PARDA;27;ESTUDANTE;NI;ARMA DE FOGO;agosto;15;terça-feira;ADULTO;22;NOTURNO
HOMICIDIO;19:00;LAGOA NOVA;AV NASCIMENTO DE CASTRO, PROXIMO A OCA DO ACAI, EM FRENTE A SEDE DA PRF;MASCULINO;PARDA;20;DESEMPREGADO;NI;ARMA DE FOGO;abril;13;quinta-feira;ADULTO;19;NOTURNO
HOMICIDIO;02:04;LAGOA SECA;AV BERNARDO VIEIRA COM SAO JOSE - PROXIMO A QUEIROZ OLIVEIRA EM FRENTE AO RG BAR;MASCULINO;PARDA;18;DESEMPREGADO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;dezembro;22;sexta-feira;ADULTO;2;MADRUGADA
LESAO CORPORAL SEGUIDA DE MORTE;14:35;MÃE LUÍZA;AV JOAO XXIII;MASCULINO;PARDA;53;VIGILANTE PARTICULAR;NI;ARMA DE FOGO;janeiro;19;quinta-feira;ADULTO;15;VESPERTINO
HOMICIDIO;11:48;MÃE LUÍZA;PROXIMO A 2ª TV JOAO XXIII, DA AV JOAO XXIII (AREA DE MORRO);MASCULINO;PARDA;41;PEDREIRO;NI;ARMA DE FOGO;abril;27;quinta-feira;ADULTO;12;MATUTINO
HOMICIDIO;21:20;MÃE LUÍZA;RUA JOAO XXIII;MASCULINO;PARDA;22;AUTONOMO;NI;ARMA DE FOGO;janeiro;12;quinta-feira;ADULTO;21;NOTURNO
HOMICIDIO;15:30;MÃE LUÍZA;2ª TV JOAO XXIII;MASCULINO;PARDA;23;DESEMPREGADO;NI;ARMA DE FOGO;janeiro;27;sexta-feira;ADULTO;16;VESPERTINO
LESAO CORPORAL SEGUIDA DE MORTE;19:15;MÃE LUÍZA;RUA CAMARAGIBE, Nº 332;MASCULINO;PARDA;43;AUTONOMO;NI;ARMA DE FOGO;abril;12;quarta-feira;ADULTO;19;NOTURNO
HOMICIDIO;15:49;MÃE LUÍZA;RUA SAO JOSE, PROXIMO AO BAR DE TIQUINHA, PROXIMO A PADARIA, NA LOCALIDADE CONHECIDA COMO BACIA, PROXIMO AO FAROL DE AME LUIZA;MASCULINO;PARDA;32;DESEMPREGADO;NI;ARMA DE FOGO;julho;16;domingo;ADULTO;16;VESPERTINO
HOMICIDIO;16:00;MÃE LUÍZA;RUA SAQUAREMA;MASCULINO;PARDA;61;ELETRICISTA;NI;ARMA DE FOGO;julho;29;sábado;IDOSO;16;VESPERTINO
HOMICIDIO;00:00;MÃE LUÍZA;TV SAO JOSE, EM FRENTE AO Nº 11, PROXIMO AO MERCADINHO FLORANIA;MASCULINO;PARDA;49;DESEMPREGADO;NI;PEDRADA;abril;29;sábado;ADULTO;0;NOTURNO
HOMICIDIO;17:00;MÃE LUÍZA;RUA JOAO XIII EM FRENTE AO POSTO DE SAUDE;MASCULINO;PARDA;39;NI;NI;ARMA DE FOGO;fevereiro;7;terça-feira;ADULTO;17;VESPERTINO
HOMICIDIO;04:00;MÃE LUÍZA;RUA JOAO XXIII EM FRENTE AO Nº 305, PROXIMO A PAULA YASMIN VARIEDADES, PROXIMO A IGREJA CATOLICA, NA ESQUINA DO TERMINAL;MASCULINO;PARDA;40;PENSIONISTA;NI;ARMA DE FOGO;abril;8;sábado;ADULTO;4;MADRUGADA
HOMICIDIO;09:30;NEÓPOLIS;AV. AYRTON SENNA, EM FRENTE AO NEOSHOPPING;MASCULINO;PARDA;23;CHAPEIRO;NI;ARMA DE FOGO;abril;23;domingo;ADULTO;10;MATUTINO
HOMICIDIO;16:36;NEÓPOLIS;RUA MATA GRANDE, Nº 09, PROXIMO A QUADRA DE ESPORTES , PROXIMO AO SENAC;MASCULINO;PARDA;32;NI;NI;ARMA DE FOGO;dezembro;28;quinta-feira;ADULTO;17;VESPERTINO
HOMICIDIO;04:00;NEÓPOLIS;CORPO ENCONTRADO MARGEM DIREITA DA BR 101, PROXIMIDADES DO TUNEL DA AV DAS LAGOAS, AO LADO DO SAMS CLUB, EM UM TERRENO QUE ESTA EM OBRAS;MASCULINO;PARDA;33;DESEMPREGADO;NI;ARMA DE FOGO;abril;9;domingo;ADULTO;4;MADRUGADA
LESAO CORPORAL SEGUIDA DE MORTE;14:00;NEÓPOLIS;AV DAS ALAGOAS (BAR DO XEXEU);MASCULINO;PARDA;35;POLICIAL MILITAR;NI;ARMA DE FOGO;fevereiro;25;sábado;ADULTO;14;VESPERTINO
LATROCINIO;17:50;NEÓPOLIS;RUA SIMON BOLIVAR, PROXIMO AO Nº 47;MASCULINO;PARDA;55;SERVIDOR PUBLICO;NI;ARMA DE FOGO;maio;2;terça-feira;ADULTO;18;VESPERTINO
LESAO CORPORAL SEGUIDA DE MORTE;07:15;NI;NI;FEMININO;PARDA;46;DESEMPREGADO;NI;ARMA DE FOGO;janeiro;31;terça-feira;ADULTO;7;MATUTINO
LESAO CORPORAL SEGUIDA DE MORTE;07:00;NI;AVENIDA MARANGUAPE;MASCULINO;PARDA;20;DESEMPREGADO;NI;ARMA DE FOGO;setembro;25;segunda-feira;ADULTO;7;MATUTINO
HOMICIDIO;00:00;NI;NI;MASCULINO;PARDA;38;NI;NI;ARMA DE FOGO;agosto;28;segunda-feira;ADULTO;0;NOTURNO
HOMICIDIO;20:30;NI;AV. NASCIMENTO DE CASTRO, EM FRENTE A CASA Nº 24 PROXIMO A ENTRADA DA QUADRA DO MERETO DA 7, PROXIMO AO MERCADINHO ZE DO BODE;MASCULINO;PARDA;20;NI;NI;ARMA DE FOGO;dezembro;14;quinta-feira;ADULTO;21;NOTURNO
LESAO CORPORAL SEGUIDA DE MORTE;22:56;NI;NI;MASCULINO;PARDA;29;ESTUDANTE;NI;ARMA DE FOGO;abril;23;domingo;ADULTO;23;NOTURNO
LESAO CORPORAL SEGUIDA DE MORTE;NI;NI;RUA ALVORADA COM RUA NOSSA SENHORA DO Ô;MASCULINO;PARDA;23;DESEMPREGADO;NI;ARMA DE FOGO;agosto;25;sexta-feira;ADULTO;NI;NI
HOMICIDIO;21:00;NORDESTE;RUA RIO POTENGI, EM FRENTE A CASA Nº 3519;MASCULINO;PARDA;28;DESEMPREGADO;ENSINO FUNDAMENTAL INCOMPLETO;ARMA DE FOGO;dezembro;10;domingo;ADULTO;21;NOTURNO
HOMICIDIO;21:00;NORDESTE;RUA RIO POTENGI, EM FRENTE A CASA Nº 3519;MASCULINO;PARDA;25;DESEMPREGADO;ENSINO FUNDAMENTAL INCOMPLETO;ARMA DE FOGO;dezembro;10;domingo;ADULTO;21;NOTURNO
LESAO CORPORAL SEGUIDA DE MORTE;16:47;NORDESTE;RUA NORDESTE, Nº 875;MASCULINO;PARDA;45;MOTOBOY;NI;ARMA DE FOGO;setembro;13;quarta-feira;ADULTO;17;VESPERTINO
HOMICIDIO;06:43;NORDESTE;CORPO ENCONTRADO NA RUA ARARAI, POR TRAS DA COMPAL;MASCULINO;PARDA;27;NI;NI;ARMA DE FOGO;março;27;segunda-feira;ADULTO;7;MATUTINO
HOMICIDIO;10:22;NORDESTE;AVENIDA INDUSTRIAL J. MOTA, PROXIMO A PONTE DE IGAPO, LADO DIREITO SENTIDO ZONA OESTE, DEFRONTE AO CORTUME, CORPO BOAIANDO PRESO AO MANGUE;MASCULINO;PARDA;19;DESEMPREGADO;NI;ARMA DE FOGO;agosto;26;sábado;ADULTO;10;MATUTINO
HOMICIDIO;00:27;NORDESTE;AV FELIZARDO MOURA, PROXIMO A FAVELA DO MOSQUITO, PROXIMO AO ANTIGO POSTO POCILA DO CPRE;MASCULINO;PARDA;21;DESEMPREGADO;NI;ARMA DE FOGO;agosto;19;sábado;ADULTO;0;NOTURNO
HOMICIDIO;11:30;NORDESTE;RUA JANDIRA EM FRENTE AO Nº 658;MASCULINO;PARDA;19;ASG;NI;ARMA DE FOGO;janeiro;13;sexta-feira;ADULTO;12;MATUTINO
HOMICIDIO;23:51;NORDESTE;RUA ARARAI EM UM TERRENO BALDIO EM FRENTE A E.E. IMPERIAL MARINHEIRO;MASCULINO;PARDA;26;NI;NI;ARMA DE FOGO;setembro;10;domingo;ADULTO;24;NOTURNO
HOMICIDIO;17:00;NORDESTE;AREA DE MANGUE, COMUNIDADE DO MOSQUITO;MASCULINO;PARDA;15;DESEMPREGADO;NI;ARMA DE FOGO;agosto;31;quinta-feira;ADOLESCENTE;17;VESPERTINO
HOMICIDIO;17:00;NORDESTE;AREA DE MANGUE, COMUNIDADE DO MOSQUITO;MASCULINO;PARDA;17;DESEMPREGADO;NI;ARMA DE FOGO;agosto;31;quinta-feira;ADOLESCENTE;17;VESPERTINO
LESAO CORPORAL SEGUIDA DE MORTE;05:30;NORDESTE;COMUNIDADE DO MOSQUITO;MASCULINO;PARDA;25;ESTUDANTE;NI;ARMA DE FOGO;agosto;13;domingo;ADULTO;6;MADRUGADA
LATROCINIO;19:35;NOSSA SENHORA DE NAZARÉ;RUA LEOPOLDO BETRANO;MASCULINO;PARDA;45;MOTORISTA UBER;NI;ARMA BRANCA;abril;2;domingo;ADULTO;20;NOTURNO
LESAO CORPORAL SEGUIDA DE MORTE;00:09;NOSSA SENHORA DE NAZARÉ;AV ANTONIO BASILIO, EM FRENTE A RESIDENCIA DA VITIMAPROXIMO A ESCOLA PROFESSOR LUIZ SOARES;MASCULINO;PARDA;20;ESTUDANTE;NI;ARMA DE FOGO;junho;5;segunda-feira;ADULTO;0;NOTURNO
LESAO CORPORAL SEGUIDA DE MORTE;22:20;NOSSA SENHORA DE NAZARÉ;RUA HIDROGRAFICO VITAL OLIVEIRA (AO LADO DA RODOVIARIA NOVA);FEMININO;BRANCA;15;ESTUDANTE;NI;ARMA BRANCA;fevereiro;18;sábado;ADOLESCENTE;22;NOTURNO
HOMICIDIO;23:18;NOSSA SENHORA DE NAZARÉ;RUA CIRILO MOREIRA;MASCULINO;PARDA;50;FEIRANTE;NI;ARMA DE FOGO;fevereiro;18;sábado;ADULTO;23;NOTURNO
LATROCINIO;06:23;NOSSA SENHORA DE NAZARÉ;AV INTEVENTOR MARIO CAMARA, EM FRENTE A LIGA CONTRA O CANCER.;MASCULINO;PARDA;37;POLICIAL MILITAR;NI;ARMA DE FOGO;junho;5;segunda-feira;ADULTO;6;MADRUGADA
HOMICIDIO;13:38;NOSSA SENHORA DE NAZARÉ;AV CEL ESTEVAM - EM FRENTE AO ESTABELECIMENTO FRIGOIAS, NO INTERIOR DA SUCATA DO VAL;MASCULINO;PARDA;20;DESEMPREGADO;NI;ARMA BRANCA;novembro;8;quarta-feira;ADULTO;14;VESPERTINO
HOMICIDIO;10:28;NOSSA SRA DA APRESENTAÇÃO;RUA MARIA JOSE LIRA, Nº 2291, PROXIMO AO BAR DA SINUCA;MASCULINO;PARDA;39;NI;ENSINO FUNDAMENTAL INCOMPLETO;ARMA BRANCA;outubro;29;domingo;ADULTO;10;MATUTINO
LESAO CORPORAL SEGUIDA DE MORTE;23:00;NOSSA SRA DA APRESENTAÇÃO;RUA SALTO DO CEU;MASCULINO;PARDA;35;SERVENTE DE PEDREIRO;ENSINO FUNDAMENTAL INCOMPLETO;ARMA DE FOGO;outubro;22;domingo;ADULTO;23;NOTURNO
HOMICIDIO;22:38;NOSSA SRA DA APRESENTAÇÃO;RUA ARTESAO DARY MIRANDA, Nº 07;MASCULINO;PARDA;27;ASG;ENSINO FUNDAMENTAL INCOMPLETO;ARMA DE FOGO;outubro;16;segunda-feira;ADULTO;23;NOTURNO
LESAO CORPORAL SEGUIDA DE MORTE;23:05;NOSSA SRA DA APRESENTAÇÃO;AV INDUSTRIAL Nº 42;MASCULINO;PARDA;23;DESEMPREGADO;ENSINO FUNDAMENTAL INCOMPLETO;ARMA DE FOGO;novembro;10;sexta-feira;ADULTO;23;NOTURNO
HOMICIDIO;09:29;NOSSA SRA DA APRESENTAÇÃO;RUA GERMINO BENIGNO, Nº 16 PROXIMO A IGREJA SANTA CLARA, PROXIMO AO SUPERMERCADO FAVORITO;MASCULINO;PARDA;17;DESEMPREGADO;ENSINO FUNDAMENTAL INCOMPLETO;ARMA DE FOGO;dezembro;5;terça-feira;ADOLESCENTE;9;MATUTINO
HOMICIDIO;11:36;NOSSA SRA DA APRESENTAÇÃO;RUA SEBASTIAO ROSA;MASCULINO;PARDA;20;DESEMPREGADO;ENSINO MEDIO COMPLETO;ARMA DE FOGO;setembro;14;quinta-feira;ADULTO;12;MATUTINO
HOMICIDIO;03:08;NOSSA SRA DA APRESENTAÇÃO;RUA SAMAPIO CORREIA, Nº 1449;FEMININO;PARDA;19;MANICURE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;setembro;3;domingo;ADULTO;3;MADRUGADA
HOMICIDIO;18:44;NOSSA SRA DA APRESENTAÇÃO;RUA POETA ISRAEL BATELHO Nº 753;MASCULINO;PARDA;33;DESEMPREGADO;NI;ARMA DE FOGO;junho;25;domingo;ADULTO;19;NOTURNO
LATROCINIO;01:25;NOSSA SRA DA APRESENTAÇÃO;RUA PROFESSORA MARIA DO CARMO NAVARRO COM A RUA JARDIM TROPICAL, NO BAR DO ROBERTO, PROXIMO A ESCOLA O MESTRE;MASCULINO;PARDA;56;COMERCIANTE;NI;ARMA BRANCA;outubro;25;quarta-feira;ADULTO;1;NOTURNO
LATROCINIO;21:42;NOSSA SRA DA APRESENTAÇÃO;RUA ARTESAO DARY MIRANDA, Nº 1062;MASCULINO;PARDA;44;MUSICO;NI;ARMA DE FOGO;maio;25;quinta-feira;ADULTO;22;NOTURNO
HOMICIDIO;16:50;NOSSA SRA DA APRESENTAÇÃO;RUA MANOEL FRANCISCO DE ALBUQUERQUE EM FRENTE AO Nº 1246. PROXIMO A ESCOLA VALDSON PINHEIRO;MASCULINO;PARDA;21;NI;NI;ARMA DE FOGO;maio;16;terça-feira;ADULTO;17;VESPERTINO
HOMICIDIO;09:40;NOSSA SRA DA APRESENTAÇÃO;AV MARANGUAPE, Nº 1742, PROXIMO AO MATERIAL DE CONSTRUCAO 2001;MASCULINO;PARDA;41;DESEMPREGADO;NI;ARMA BRANCA;agosto;9;quarta-feira;ADULTO;10;MATUTINO
LESAO CORPORAL SEGUIDA DE MORTE;09:45;NOSSA SRA DA APRESENTAÇÃO;RUA SANTA ANA - PROXIMO A ESTAÇÃO DE TREM NORDELANDIA;MASCULINO;PARDA;16;FLANELINHA;NI;ARMA DE FOGO;setembro;25;segunda-feira;ADOLESCENTE;10;MATUTINO
HOMICIDIO;03:20;NOSSA SRA DA APRESENTAÇÃO;RUA RIZOMAR CORREIA DOS SANTOS, Nº 712, PROXIMO AO CANIL;MASCULINO;PARDA;22;NI;NI;ARMA DE FOGO;setembro;7;quinta-feira;ADULTO;3;MADRUGADA
HOMICIDIO;03:20;NOSSA SRA DA APRESENTAÇÃO;RUA RIZOMAR CORREIA DOS SANTOS, Nº 712, PROXIMO AO CANIL;MASCULINO;PARDA;22;NI;NI;ARMA DE FOGO;setembro;7;quinta-feira;ADULTO;3;MADRUGADA
FEMINICIDIO;15:10;NOSSA SRA DA APRESENTAÇÃO;TV DOS BUGRES, PROXIMO AO TERMINAL DE ONIBUS DA LINHA 07, PROXIMO A IGREJA EVANGELICA;FEMININO;PARDA;45;NI;NI;ARMA DE FOGO;maio;17;quarta-feira;ADULTO;15;VESPERTINO
HOMICIDIO;03:20;NOSSA SRA DA APRESENTAÇÃO;RUA RIZOMAR CORREIA DOS SANTOS, Nº 712, PROXIMO AO CANIL;MASCULINO;PARDA;17;NI;NI;ARMA DE FOGO;setembro;7;quinta-feira;ADOLESCENTE;3;MADRUGADA
HOMICIDIO;18:05;NOSSA SRA DA APRESENTAÇÃO;RUA MONTE DAS OLIVEIRAS;MASCULINO;PARDA;20;NI;NI;ARMA DE FOGO;julho;2;domingo;ADULTO;18;VESPERTINO
LESAO CORPORAL SEGUIDA DE MORTE;16:20;NOSSA SRA DA APRESENTAÇÃO;EM UMA BAR SITUADO NA RUA ANTONIA DE MORAIS;MASCULINO;PARDA;29;PEDREIRO;NI;ARMA DE FOGO;maio;7;domingo;ADULTO;16;VESPERTINO
HOMICIDIO;16:20;NOSSA SRA DA APRESENTAÇÃO;RUA ABMAEL FLORENCIO BERNARDO - PROXIMO A ESTACAO DE TREM DE NOVA NATAL;MASCULINO;PARDA;17;AUTONOMO;NI;ARMA DE FOGO;janeiro;31;terça-feira;ADOLESCENTE;16;VESPERTINO
HOMICIDIO;16:20;NOSSA SRA DA APRESENTAÇÃO;RUA ABMAEL FLORENCIO BERNARDO - PROXIMO A ESTACAO DE TREM DE NOVA NATAL;MASCULINO;PARDA;20;DESEMPREGADO;NI;ARMA DE FOGO;janeiro;31;terça-feira;ADULTO;16;VESPERTINO
HOMICIDIO;11:00;NOSSA SRA DA APRESENTAÇÃO;TV. NOSSA SENHORA DA CONCEIÇÃO, AO LADO DA CASA Nº 03;MASCULINO;PARDA;54;NI;NI;ARMA BRANCA;abril;7;sexta-feira;ADULTO;11;MATUTINO
HOMICIDIO;07:40;NOSSA SRA DA APRESENTAÇÃO;RUA TEREZA ALVES FERNANDES;MASCULINO;PARDA;54;NI;NI;ARMA DE FOGO;junho;8;quinta-feira;ADULTO;8;MATUTINO
LESAO CORPORAL SEGUIDA DE MORTE;09:20;NOSSA SRA DA APRESENTAÇÃO;RUA ABIMAEL FLORENCIO FERNANDES, Nº 900, CRUZAMENTO COM A RUA MONTE SINAI, NO BAR DO ALIANCA;MASCULINO;PARDA;20;NI;NI;ARMA DE FOGO;junho;3;sábado;ADULTO;9;MATUTINO
HOMICIDIO;13:54;NOSSA SRA DA APRESENTAÇÃO;RUA MARCOS DA CUNHA FREITAS, DEFRONTE A CASA 420 (PROXIMO AO TERMINAL DAS LINHAS DE COLETIVO 07/68/27;MASCULINO;PARDA;17;ESTUDANTE;NI;ARMA DE FOGO;março;19;domingo;ADOLESCENTE;14;VESPERTINO
HOMICIDIO;19:25;NOSSA SRA DA APRESENTAÇÃO;RUA FRANCISCO APRIGIO, Nº 125, PROXIMO AO SUPERMERCADO FAVORITO, PROXIMO A AV SANTAREM;MASCULINO;PARDA;29;DESEMPREGADO;NI;ARMA DE FOGO;dezembro;19;terça-feira;ADULTO;19;NOTURNO
HOMICIDIO;23:50;NOSSA SRA DA APRESENTAÇÃO;RUA SANTA JULIANA Nº 49, POR TRAS DA GUARARAPES, PROXIMO AO MERCADINHO BOM JESUS;MASCULINO;PARDA;40;PEDREIRO;NI;ARMA DE FOGO;dezembro;16;sábado;ADULTO;24;NOTURNO
HOMICIDIO;23:00;NOSSA SRA DA APRESENTAÇÃO;RUA SAO SEVERINO DOS RAMOS, PROXIMO A IGREJA MISSAO EVANGELICA, PROXIMO A ESCOLA ARCA DE NOE;MASCULINO;PARDA;18;DESEMPREGADO;NI;ARMA DE FOGO;dezembro;11;segunda-feira;ADULTO;23;NOTURNO
LESAO CORPORAL SEGUIDA DE MORTE;10:40;NOSSA SRA DA APRESENTAÇÃO;RUA JOAO FERREIRA DA SILVA, PROXIMO AO DEPOSITO DE CONSTRUCAO SALVADOR, NA RUA DA TORRE;MASCULINO;PARDA;24;NI;NI;ARMA DE FOGO;maio;15;segunda-feira;ADULTO;11;MATUTINO
HOMICIDIO;23:05;NOSSA SRA DA APRESENTAÇÃO;TV SAMPAIO CORREIA N º 203;MASCULINO;PARDA;33;AUXILIAR DE COZINHA;NI;ARMA DE FOGO;janeiro;6;sexta-feira;ADULTO;23;NOTURNO
LESAO CORPORAL SEGUIDA DE MORTE;22:29;NOSSA SRA DA APRESENTAÇÃO;AVENIDA SAMPAIO CORREIA, PROXIMO A TORRE DE TELEFONIA DA OI, PROXIMO AO MERCADINHO BRAZ;MASCULINO;PARDA;26;AUTONOMO;NI;ARMA DE FOGO;agosto;27;domingo;ADULTO;22;NOTURNO
